ANCIENNETE,REVENU_MENSUEL,NB_AFFAIRE,nbr_aff_payante,nbr_aff_gratuite,NB_RPA,NB_AFFAIRE_PP,NB_AFFAIRE_AUTO,NB_AFFAIRE_EDM,NB_aff_digital,NB_CPL,TYPE_CLIENT,CSP_MKT,PHASE_RELATION
185,7988.996152042116,6,7,0,3,1,4,3,1,3,ACTIF,CADRE,RISQUE
146,5764.041845235114,6,5,4,1,6,3,0,1,1,INACTIF,OUVRIER,RISQUE
47,6222.884073894651,6,5,4,2,3,2,0,1,2,INACTIF,ETUDIANT,NOUVEAU
233,6176.693333843182,5,1,4,1,7,3,0,1,0,ACTIF,CADRE,NOUVEAU
49,1328.368282153423,0,2,1,3,5,2,4,0,0,ACTIF,CADRE,RISQUE
14,5126.260806299201,6,5,3,3,1,1,1,1,2,ACTIF,OUVRIER,FIDELISE
143,5022.174316031943,4,2,0,2,7,3,4,1,0,INACTIF,ETUDIANT,NOUVEAU
159,8360.311273119756,6,6,3,1,1,4,4,1,3,ACTIF,OUVRIER,FIDELISE
1,6167.455727123746,3,4,4,3,1,4,1,0,3,ACTIF,CADRE,NOUVEAU
117,4904.7780757666105,6,3,2,1,7,1,2,1,2,ACTIF,CADRE,NOUVEAU
54,5319.750518017978,3,7,4,1,6,0,2,1,0,INACTIF,ETUDIANT,NOUVEAU
118,7546.771163254803,5,1,0,2,0,2,2,2,1,ACTIF,CADRE,RISQUE
3,5130.830673509369,2,2,3,2,7,0,0,1,2,ACTIF,OUVRIER,RISQUE
144,4103.608933816782,4,9,3,1,5,0,0,2,0,ACTIF,CADRE,NOUVEAU
215,4948.595614158267,7,3,1,4,1,1,3,2,0,INACTIF,ETUDIANT,FIDELISE
185,7381.392287645364,6,9,2,4,2,1,3,1,2,ACTIF,ETUDIANT,NOUVEAU
203,6492.329811195873,7,5,4,0,7,3,4,1,3,ACTIF,CADRE,FIDELISE
12,5588.535946698227,6,4,2,0,3,3,3,1,2,INACTIF,OUVRIER,NOUVEAU
74,5883.0785988896605,2,4,0,0,5,3,0,2,2,INACTIF,ETUDIANT,FIDELISE
224,4380.515052809036,0,6,1,2,3,3,4,0,2,ACTIF,CADRE,FIDELISE
16,5112.1011991146925,4,7,4,1,5,3,3,0,2,ACTIF,CADRE,NOUVEAU
200,4173.391356450966,5,5,0,3,1,4,3,1,2,INACTIF,CADRE,NOUVEAU
102,4910.441431400513,2,2,2,1,5,1,2,1,3,ACTIF,OUVRIER,NOUVEAU
204,8192.35652725325,3,3,1,1,0,2,0,2,1,ACTIF,OUVRIER,RISQUE
152,3344.25637724562,6,0,4,0,5,2,4,2,3,INACTIF,OUVRIER,FIDELISE
156,4122.56466715417,9,4,2,1,6,2,1,0,1,ACTIF,ETUDIANT,NOUVEAU
117,2991.402274128496,6,9,4,0,7,2,3,2,3,INACTIF,CADRE,RISQUE
8,2558.1824856248036,4,7,1,1,4,2,0,0,2,INACTIF,OUVRIER,NOUVEAU
122,5126.456171609417,2,2,1,3,7,4,4,1,0,ACTIF,ETUDIANT,RISQUE
92,4264.781636398427,6,9,2,4,6,1,0,0,1,INACTIF,ETUDIANT,RISQUE
164,9023.377861584384,7,3,4,4,4,3,0,0,1,INACTIF,ETUDIANT,FIDELISE
90,4934.3069076444135,2,3,3,2,7,3,4,1,0,ACTIF,ETUDIANT,NOUVEAU
136,8078.793726860049,6,5,0,3,0,3,2,0,1,ACTIF,OUVRIER,RISQUE
186,7436.012949881268,8,8,1,1,1,1,2,2,3,INACTIF,ETUDIANT,NOUVEAU
60,5082.091689551972,4,9,4,3,1,1,3,2,1,INACTIF,OUVRIER,FIDELISE
178,9720.271164171245,6,2,2,1,7,4,2,1,3,ACTIF,OUVRIER,RISQUE
28,6037.067972929617,6,3,2,3,2,4,3,1,2,ACTIF,OUVRIER,NOUVEAU
220,8526.018532007978,1,5,1,3,4,3,3,2,1,INACTIF,CADRE,FIDELISE
101,8293.193783162527,7,5,1,4,4,1,4,2,1,ACTIF,OUVRIER,FIDELISE
41,6329.295970209565,6,6,3,3,3,3,0,2,1,INACTIF,ETUDIANT,RISQUE
228,7002.261695611702,5,0,2,2,1,4,1,2,3,ACTIF,CADRE,FIDELISE
192,6748.142830238951,3,8,4,1,0,3,1,0,2,INACTIF,CADRE,RISQUE
155,3211.4771372165837,7,1,0,0,1,4,2,2,0,INACTIF,CADRE,FIDELISE
191,5614.580708906033,4,3,0,3,1,0,4,1,0,INACTIF,OUVRIER,NOUVEAU
145,7648.494467889321,2,2,3,0,2,2,1,1,0,ACTIF,OUVRIER,NOUVEAU
201,8552.372634723324,7,2,4,4,5,0,0,2,3,INACTIF,CADRE,FIDELISE
161,4058.7206563361005,5,4,0,0,5,3,3,0,0,ACTIF,ETUDIANT,NOUVEAU
212,6557.6626036260395,8,6,0,2,0,3,3,2,1,ACTIF,CADRE,FIDELISE
205,5801.740426555069,7,6,4,2,2,1,4,2,2,INACTIF,OUVRIER,FIDELISE
220,5264.251870836809,5,6,4,4,2,2,2,1,2,ACTIF,OUVRIER,FIDELISE
157,6212.005258450053,4,2,1,2,7,4,0,1,3,ACTIF,ETUDIANT,FIDELISE
141,5935.994821332275,3,8,0,1,7,3,2,0,1,INACTIF,ETUDIANT,RISQUE
46,6582.815137745177,9,5,0,2,7,4,2,0,0,INACTIF,CADRE,NOUVEAU
35,8383.433521900104,4,9,3,3,2,4,4,0,2,ACTIF,OUVRIER,NOUVEAU
134,7068.255181729401,8,7,1,2,5,4,3,1,1,INACTIF,CADRE,NOUVEAU
82,6121.182517745406,4,0,1,1,2,0,2,0,1,INACTIF,ETUDIANT,RISQUE
115,9229.250113646158,2,3,0,4,1,4,2,2,3,INACTIF,CADRE,FIDELISE
197,7719.859191760672,2,6,2,2,7,1,0,2,3,ACTIF,CADRE,RISQUE
47,5315.203122793303,5,8,2,1,7,0,3,1,1,INACTIF,OUVRIER,NOUVEAU
153,3065.75919529419,8,2,4,3,5,0,2,2,3,ACTIF,OUVRIER,FIDELISE
194,3524.338638159069,5,5,1,0,5,3,1,0,1,INACTIF,OUVRIER,FIDELISE
10,7366.464896631268,6,7,0,0,3,2,1,2,3,ACTIF,CADRE,FIDELISE
56,4239.375041494038,3,2,0,4,1,2,3,0,2,INACTIF,OUVRIER,NOUVEAU
30,3483.8890457761036,5,5,0,4,2,3,3,0,3,INACTIF,OUVRIER,NOUVEAU
109,3983.829346625601,8,8,3,0,7,2,4,0,1,ACTIF,ETUDIANT,RISQUE
5,4125.2313758186,4,8,2,0,2,4,2,2,2,INACTIF,OUVRIER,NOUVEAU
119,7201.295335564502,5,5,3,4,3,1,1,1,1,INACTIF,ETUDIANT,FIDELISE
33,5186.515848435448,1,4,0,0,4,4,1,0,1,INACTIF,CADRE,FIDELISE
118,2755.2507994011885,5,0,0,2,6,2,3,2,3,INACTIF,CADRE,NOUVEAU
65,5562.089795524714,6,2,1,1,0,2,3,1,2,ACTIF,OUVRIER,FIDELISE
146,5944.532264896484,3,2,1,4,7,1,0,2,1,INACTIF,ETUDIANT,FIDELISE
224,4541.326277118296,6,3,2,1,2,0,0,1,0,ACTIF,OUVRIER,RISQUE
239,7811.770168385399,5,4,4,3,6,0,3,2,3,ACTIF,ETUDIANT,FIDELISE
177,4658.122228615431,5,7,0,3,2,1,0,0,2,ACTIF,OUVRIER,FIDELISE
11,7716.675373274301,6,8,1,2,1,0,3,2,2,INACTIF,ETUDIANT,NOUVEAU
85,6693.565559349952,6,6,2,3,2,2,3,1,1,INACTIF,ETUDIANT,NOUVEAU
26,7353.211016088814,7,9,3,4,2,0,4,0,2,ACTIF,CADRE,FIDELISE
63,3302.89831838721,6,5,0,2,0,2,0,0,2,ACTIF,ETUDIANT,RISQUE
217,5696.620384476205,5,2,4,2,6,3,2,2,0,ACTIF,CADRE,RISQUE
86,5394.3439908504615,6,8,2,4,1,4,2,0,2,INACTIF,OUVRIER,FIDELISE
59,2655.986950184934,6,9,4,0,6,0,4,1,0,ACTIF,OUVRIER,FIDELISE
27,7710.121459605819,5,0,0,1,4,3,2,0,3,INACTIF,ETUDIANT,FIDELISE
177,3865.1982061853005,10,8,2,4,2,0,2,1,3,ACTIF,CADRE,FIDELISE
205,4280.864342328035,4,2,1,0,2,3,4,1,3,INACTIF,CADRE,RISQUE
161,3473.3683288045486,8,8,4,0,4,1,1,1,2,ACTIF,OUVRIER,RISQUE
98,6902.372652140746,6,9,3,3,3,3,4,0,3,INACTIF,CADRE,RISQUE
105,2448.1405624548083,4,0,3,2,6,2,4,0,0,INACTIF,CADRE,RISQUE
99,6735.749600929136,5,7,4,2,7,1,0,2,2,INACTIF,OUVRIER,FIDELISE
129,7589.0279724869215,4,5,0,3,4,1,2,1,2,ACTIF,CADRE,RISQUE
149,6574.356855251521,6,8,0,3,4,2,2,1,0,INACTIF,OUVRIER,RISQUE
55,6925.256967692858,2,3,0,2,7,0,1,2,0,ACTIF,CADRE,RISQUE
6,7019.092939156086,2,4,3,4,1,1,4,2,0,INACTIF,ETUDIANT,NOUVEAU
220,3601.151346548472,9,5,3,4,5,0,3,1,3,INACTIF,OUVRIER,FIDELISE
209,8369.469959328688,1,8,1,4,4,4,1,1,2,INACTIF,OUVRIER,RISQUE
197,4579.847491733003,3,5,0,4,1,3,1,2,1,INACTIF,OUVRIER,FIDELISE
95,5367.224764820056,4,8,3,3,5,3,2,0,1,ACTIF,ETUDIANT,FIDELISE
133,4834.725363298082,3,1,3,1,4,2,2,2,2,INACTIF,OUVRIER,FIDELISE
102,6483.084241754618,2,3,0,1,6,2,2,1,2,ACTIF,ETUDIANT,NOUVEAU
3,4423.925513725156,6,2,0,2,2,3,2,1,0,INACTIF,CADRE,NOUVEAU
181,5633.831448474737,2,3,3,1,2,4,1,0,3,INACTIF,ETUDIANT,RISQUE
23,3029.31236570799,7,0,4,4,5,2,4,1,0,ACTIF,OUVRIER,FIDELISE
229,7829.330417003143,10,1,3,3,3,4,2,1,0,ACTIF,ETUDIANT,NOUVEAU
53,6841.4818919004065,1,3,1,4,5,2,0,2,1,ACTIF,ETUDIANT,FIDELISE
165,4915.480476196461,2,9,2,0,6,1,1,0,3,ACTIF,ETUDIANT,RISQUE
202,4561.70193994838,4,3,0,3,4,0,3,2,2,ACTIF,ETUDIANT,FIDELISE
202,6789.256492635393,4,4,1,0,0,3,3,0,2,ACTIF,CADRE,NOUVEAU
83,4085.413238728076,8,8,4,0,4,0,4,1,1,ACTIF,CADRE,FIDELISE
145,5750.730631530338,6,0,2,2,5,3,1,2,0,ACTIF,CADRE,RISQUE
85,7822.797574862812,2,7,3,0,7,2,1,2,3,INACTIF,OUVRIER,RISQUE
78,3877.485761725615,6,2,0,1,6,0,1,2,0,ACTIF,ETUDIANT,NOUVEAU
201,6237.201658240406,8,8,3,1,0,4,0,0,3,INACTIF,CADRE,FIDELISE
110,6131.450533870984,8,7,1,0,6,2,0,1,0,ACTIF,OUVRIER,NOUVEAU
1,5305.326362674635,2,7,0,2,6,1,2,1,3,ACTIF,OUVRIER,NOUVEAU
51,4492.420831792127,5,8,3,0,5,0,3,0,0,ACTIF,ETUDIANT,NOUVEAU
173,7929.59411378877,4,3,0,3,4,0,0,2,1,ACTIF,ETUDIANT,NOUVEAU
205,4304.862728466068,3,4,1,3,1,1,3,1,3,INACTIF,ETUDIANT,NOUVEAU
4,1875.9221977407597,8,6,3,3,2,3,1,1,0,ACTIF,ETUDIANT,NOUVEAU
190,6781.067183262067,3,1,2,3,6,2,0,2,3,ACTIF,ETUDIANT,FIDELISE
193,3097.393300464332,7,6,4,0,6,1,3,0,0,ACTIF,ETUDIANT,NOUVEAU
113,6883.762289710175,2,2,3,4,0,4,0,1,1,ACTIF,CADRE,NOUVEAU
232,8169.806495686888,1,5,0,4,0,2,1,2,3,ACTIF,CADRE,FIDELISE
32,6759.499756797349,5,5,3,3,4,1,1,2,0,ACTIF,ETUDIANT,RISQUE
34,7642.822603774983,4,5,0,2,2,1,1,2,1,INACTIF,OUVRIER,FIDELISE
92,9540.098213859295,4,9,1,2,6,0,2,0,0,ACTIF,CADRE,FIDELISE
95,7433.520925217894,4,1,4,0,3,0,3,1,2,INACTIF,ETUDIANT,RISQUE
72,6161.146785250871,3,8,0,4,0,0,2,0,0,INACTIF,CADRE,FIDELISE
39,8767.896367047295,0,7,3,0,2,2,4,0,2,ACTIF,OUVRIER,RISQUE
154,9009.55108969317,2,6,1,1,2,3,4,2,1,ACTIF,OUVRIER,NOUVEAU
162,9037.543566518842,3,8,2,3,7,2,0,2,0,ACTIF,CADRE,FIDELISE
182,4515.712969607995,4,3,3,1,7,0,0,2,3,INACTIF,ETUDIANT,RISQUE
118,2791.963283003192,2,1,4,1,6,0,0,0,3,ACTIF,ETUDIANT,NOUVEAU
3,4393.615633130226,6,3,1,2,0,2,2,1,3,INACTIF,ETUDIANT,RISQUE
123,6907.283231586351,5,9,3,4,1,1,1,2,3,ACTIF,OUVRIER,RISQUE
50,5818.3178906642115,1,2,0,3,5,1,0,1,0,ACTIF,OUVRIER,RISQUE
12,5087.038029646306,8,1,0,0,1,0,0,1,0,INACTIF,OUVRIER,FIDELISE
193,6620.962797609871,6,1,0,3,4,0,4,1,2,ACTIF,OUVRIER,NOUVEAU
54,2558.389836653466,1,7,3,0,6,3,1,2,0,ACTIF,CADRE,RISQUE
236,5782.338597383083,9,4,4,0,5,1,2,1,1,ACTIF,ETUDIANT,NOUVEAU
133,7736.915289695754,3,5,0,4,5,3,1,0,3,INACTIF,ETUDIANT,RISQUE
222,6598.631289116457,9,7,3,1,4,0,4,0,0,INACTIF,CADRE,RISQUE
222,6883.619643667457,4,6,3,0,2,0,2,0,1,INACTIF,CADRE,FIDELISE
57,8694.74557990503,3,6,4,4,6,3,3,2,2,INACTIF,ETUDIANT,NOUVEAU
145,5367.7134302526665,7,6,1,1,0,3,0,0,1,ACTIF,ETUDIANT,RISQUE
112,4193.816677299327,5,6,1,1,1,0,2,1,2,INACTIF,CADRE,RISQUE
47,7879.030085330084,6,7,3,3,2,4,4,2,3,INACTIF,CADRE,NOUVEAU
151,7842.241262067854,3,0,1,3,6,0,1,2,2,ACTIF,OUVRIER,RISQUE
207,6616.583349511593,7,2,2,3,1,1,2,1,2,INACTIF,CADRE,FIDELISE
229,5179.2579988351035,5,0,4,2,0,0,4,0,1,ACTIF,CADRE,FIDELISE
85,5502.75930201597,8,7,3,1,1,2,2,1,3,ACTIF,OUVRIER,FIDELISE
142,2946.4540957378267,7,1,1,2,3,0,0,1,1,INACTIF,ETUDIANT,RISQUE
66,7725.893060414406,3,6,1,3,6,4,1,2,3,ACTIF,OUVRIER,FIDELISE
75,7655.302619058288,5,5,4,4,4,1,1,0,1,INACTIF,CADRE,RISQUE
179,2876.6344990664325,9,0,0,3,5,0,2,0,0,ACTIF,CADRE,FIDELISE
103,7235.264167812272,5,5,1,0,1,3,4,0,1,INACTIF,ETUDIANT,NOUVEAU
166,6308.203310018017,6,8,4,4,0,1,0,1,2,INACTIF,ETUDIANT,FIDELISE
192,3456.0517792184073,4,2,0,4,6,1,0,2,1,ACTIF,OUVRIER,NOUVEAU
226,3087.999597855061,6,6,3,1,0,4,2,2,2,INACTIF,ETUDIANT,FIDELISE
38,6246.986538803445,6,3,0,2,3,3,3,2,1,INACTIF,CADRE,RISQUE
50,4704.591772186164,5,0,1,0,0,2,2,0,1,INACTIF,ETUDIANT,NOUVEAU
98,9139.89770109934,6,6,3,4,3,0,0,0,2,INACTIF,CADRE,NOUVEAU
82,7405.196789297813,4,0,3,2,2,2,1,2,3,ACTIF,ETUDIANT,RISQUE
30,6447.386273464455,4,3,0,2,1,3,2,1,1,INACTIF,OUVRIER,NOUVEAU
79,6546.158008004789,7,8,3,0,7,1,2,2,0,ACTIF,ETUDIANT,NOUVEAU
91,8161.7343607343355,7,4,0,0,7,4,1,1,0,ACTIF,CADRE,RISQUE
179,7193.036183454676,5,6,0,3,0,4,2,2,2,ACTIF,OUVRIER,NOUVEAU
191,6499.532876992045,3,6,0,3,4,1,4,1,2,INACTIF,OUVRIER,NOUVEAU
226,3539.47764740498,3,2,4,4,1,4,1,2,2,ACTIF,ETUDIANT,RISQUE
52,11623.893930812437,3,7,1,4,6,2,1,0,0,INACTIF,ETUDIANT,NOUVEAU
166,3293.634485383534,2,0,3,4,3,1,1,0,2,ACTIF,OUVRIER,RISQUE
225,4874.914525799671,6,3,2,3,1,0,0,0,2,ACTIF,OUVRIER,NOUVEAU
216,2190.543447180005,3,9,1,4,7,0,2,0,3,INACTIF,CADRE,RISQUE
79,6577.596317538524,3,3,2,4,1,3,3,2,0,ACTIF,OUVRIER,FIDELISE
30,5802.220874569615,11,1,0,3,0,1,2,0,3,INACTIF,OUVRIER,NOUVEAU
106,7030.55287672952,4,5,3,3,4,2,2,1,3,INACTIF,OUVRIER,NOUVEAU
51,2021.8687377911324,10,0,1,4,2,1,0,1,2,INACTIF,OUVRIER,FIDELISE
81,7725.811334761864,8,2,2,4,4,1,4,0,3,ACTIF,CADRE,FIDELISE
133,3885.129197060771,3,8,2,2,5,2,4,0,1,INACTIF,OUVRIER,RISQUE
29,5201.989601272269,7,9,2,1,3,4,0,0,1,INACTIF,CADRE,NOUVEAU
132,7363.14253736213,5,5,1,3,5,2,0,2,1,INACTIF,OUVRIER,NOUVEAU
138,6022.533368263799,3,1,4,1,6,1,0,1,3,ACTIF,CADRE,RISQUE
184,6163.8851133337275,5,8,0,3,4,1,2,1,1,INACTIF,CADRE,FIDELISE
145,7098.357639810799,6,1,3,2,4,1,0,1,0,INACTIF,ETUDIANT,NOUVEAU
74,6357.581279877449,5,6,2,1,3,1,3,2,1,ACTIF,CADRE,FIDELISE
17,4817.784194902565,5,0,1,2,6,3,1,2,1,ACTIF,CADRE,RISQUE
84,5167.061743529543,2,4,2,0,6,4,4,1,3,INACTIF,CADRE,NOUVEAU
216,5923.757357303645,6,6,1,1,4,1,3,1,0,INACTIF,ETUDIANT,RISQUE
69,3708.88781290733,5,2,4,1,2,3,4,1,3,INACTIF,CADRE,RISQUE
34,7492.01731877734,4,3,2,1,1,1,2,0,0,INACTIF,ETUDIANT,NOUVEAU
6,6077.307861614968,7,4,2,0,2,4,2,2,0,INACTIF,CADRE,FIDELISE
53,5649.552535843937,5,2,3,0,5,4,0,1,3,ACTIF,CADRE,FIDELISE
194,7884.993118062942,6,5,1,2,1,2,4,0,1,ACTIF,CADRE,RISQUE
205,5259.77271357726,6,2,1,0,1,3,2,1,2,INACTIF,CADRE,RISQUE
126,5135.158005695166,6,7,4,3,4,4,2,1,2,INACTIF,OUVRIER,FIDELISE
235,4530.742471992071,3,6,2,4,1,0,4,2,1,INACTIF,OUVRIER,RISQUE
43,6186.13401785187,5,0,3,1,3,1,2,1,2,INACTIF,OUVRIER,RISQUE
203,6116.90021666303,4,1,0,2,2,4,0,2,2,ACTIF,CADRE,NOUVEAU
115,4167.431598980186,8,3,3,2,1,3,2,2,0,INACTIF,OUVRIER,RISQUE
111,5144.6120457731995,3,4,3,2,7,3,3,1,3,INACTIF,ETUDIANT,RISQUE
151,4180.795462961534,2,9,3,2,4,3,3,0,3,ACTIF,CADRE,NOUVEAU
183,4090.263092369019,1,3,3,1,4,2,0,1,1,INACTIF,OUVRIER,FIDELISE
80,2040.204336546306,7,3,2,2,4,1,3,1,1,ACTIF,ETUDIANT,NOUVEAU
95,5038.179492636889,3,8,3,1,0,0,2,1,3,INACTIF,ETUDIANT,FIDELISE
203,2095.573467839977,2,3,1,2,2,3,3,0,2,INACTIF,CADRE,NOUVEAU
118,4574.368627320978,4,3,1,2,4,1,3,2,1,ACTIF,CADRE,RISQUE
144,4274.610708244783,6,3,3,4,6,3,2,0,0,INACTIF,ETUDIANT,FIDELISE
8,7603.790114531208,2,1,1,3,3,3,4,0,3,INACTIF,ETUDIANT,NOUVEAU
132,3470.1303873807165,7,7,2,0,4,0,0,1,2,INACTIF,CADRE,NOUVEAU
104,3977.627230371049,4,3,0,0,0,1,4,1,0,ACTIF,ETUDIANT,FIDELISE
132,4736.951721616855,10,4,3,0,7,3,4,0,3,ACTIF,OUVRIER,FIDELISE
184,4339.7126969944475,8,7,1,3,7,2,3,2,3,INACTIF,OUVRIER,FIDELISE
25,8238.509594843752,6,3,1,1,2,3,1,2,2,ACTIF,ETUDIANT,FIDELISE
195,3222.8652539007608,7,4,2,0,1,1,4,1,1,INACTIF,ETUDIANT,NOUVEAU
96,4741.191002028316,3,4,2,0,2,4,2,2,0,ACTIF,CADRE,FIDELISE
195,6164.130498328813,4,5,0,0,1,3,2,2,0,INACTIF,OUVRIER,FIDELISE
155,7262.366686084013,8,6,4,1,6,2,2,2,0,ACTIF,OUVRIER,FIDELISE
93,4739.516888139593,5,2,4,3,1,2,1,0,3,INACTIF,OUVRIER,RISQUE
160,1663.800798992415,4,9,4,3,4,3,1,0,2,INACTIF,OUVRIER,FIDELISE
178,5199.79155682899,4,2,0,1,5,1,0,1,2,ACTIF,OUVRIER,RISQUE
61,8204.05695236143,5,8,3,4,3,3,1,2,3,INACTIF,OUVRIER,FIDELISE
122,6064.374814860854,5,0,4,2,3,2,0,1,0,ACTIF,CADRE,FIDELISE
51,5972.8357247198655,4,9,4,1,5,3,2,0,0,ACTIF,ETUDIANT,NOUVEAU
147,3373.964016846007,3,7,1,2,4,2,1,1,2,INACTIF,OUVRIER,NOUVEAU
21,3168.6568194226707,6,9,1,3,0,4,3,0,1,INACTIF,CADRE,NOUVEAU
5,5536.083297268198,8,2,3,2,1,3,3,0,3,ACTIF,CADRE,NOUVEAU
210,2647.2421554371845,5,4,2,0,5,0,3,1,1,INACTIF,ETUDIANT,FIDELISE
92,7062.7244447250205,5,2,0,2,3,3,1,2,0,INACTIF,ETUDIANT,RISQUE
170,3806.7075022672757,3,9,4,2,7,2,1,1,3,INACTIF,ETUDIANT,FIDELISE
61,5450.6854385370125,5,0,0,3,2,1,1,2,3,ACTIF,ETUDIANT,FIDELISE
22,1728.4661624915157,5,9,1,4,0,2,3,1,1,ACTIF,ETUDIANT,FIDELISE
149,4712.396263112987,10,4,0,2,4,4,2,1,3,INACTIF,CADRE,NOUVEAU
70,3128.278905739594,4,7,1,3,0,1,4,1,2,ACTIF,ETUDIANT,FIDELISE
1,1000.0,4,4,0,0,6,0,2,0,1,ACTIF,CADRE,FIDELISE
133,6583.6841786726345,9,3,1,2,6,0,1,1,2,ACTIF,OUVRIER,RISQUE
233,8782.319078183147,5,8,0,2,3,4,4,0,0,INACTIF,OUVRIER,NOUVEAU
12,7758.947178687893,4,0,4,0,7,4,4,0,1,INACTIF,ETUDIANT,RISQUE
90,6863.38137980761,2,4,4,1,5,4,2,0,3,INACTIF,OUVRIER,RISQUE
46,4671.757664108909,4,0,3,4,6,4,3,1,1,INACTIF,CADRE,FIDELISE
34,7111.780457095652,4,5,0,0,6,3,0,1,2,ACTIF,OUVRIER,RISQUE
177,7947.706397147456,5,9,2,0,6,2,3,1,2,ACTIF,OUVRIER,RISQUE
78,5773.643659342587,2,8,3,0,4,3,3,1,0,INACTIF,OUVRIER,FIDELISE
218,3131.2796553759545,8,1,0,1,3,1,4,0,3,INACTIF,OUVRIER,NOUVEAU
45,4501.231402817258,3,3,2,0,1,0,1,2,3,ACTIF,CADRE,FIDELISE
155,8905.392976695872,5,7,4,1,6,0,1,2,0,INACTIF,OUVRIER,NOUVEAU
73,5350.511663699667,4,2,4,4,6,1,4,0,2,INACTIF,ETUDIANT,RISQUE
26,1000.0,5,6,4,1,6,0,3,0,3,INACTIF,CADRE,NOUVEAU
47,2562.153072659613,7,6,2,4,0,4,2,2,3,INACTIF,ETUDIANT,FIDELISE
121,4651.102593715037,6,1,1,4,5,4,0,2,2,INACTIF,CADRE,NOUVEAU
214,7571.650476835137,7,9,0,4,1,4,3,2,0,INACTIF,OUVRIER,FIDELISE
239,4953.755295186176,3,3,3,3,2,1,3,2,2,ACTIF,CADRE,FIDELISE
56,7608.8633099465205,8,0,3,4,1,2,0,2,3,ACTIF,ETUDIANT,FIDELISE
94,4447.675292905022,3,7,4,1,0,1,2,1,1,INACTIF,ETUDIANT,NOUVEAU
107,1571.4149555287736,6,9,1,3,2,2,0,2,0,INACTIF,CADRE,RISQUE
63,4516.877682803831,6,9,0,0,7,0,4,1,1,ACTIF,ETUDIANT,RISQUE
48,6189.89000309257,6,8,0,0,3,0,0,1,2,ACTIF,ETUDIANT,RISQUE
61,6023.900698682626,3,0,3,2,5,0,0,0,0,INACTIF,CADRE,NOUVEAU
81,2989.784501486729,1,6,3,4,7,2,3,0,0,INACTIF,OUVRIER,NOUVEAU
26,4797.6075963924695,6,0,3,2,7,0,3,2,0,INACTIF,OUVRIER,NOUVEAU
36,10869.348476128147,5,0,0,4,2,1,1,0,2,ACTIF,OUVRIER,NOUVEAU
1,3033.4623474062464,2,8,3,4,0,2,0,2,0,INACTIF,ETUDIANT,FIDELISE
8,6821.446788927497,4,9,0,1,6,4,4,0,0,INACTIF,ETUDIANT,FIDELISE
113,1306.6486028604086,10,9,4,1,4,2,1,0,3,ACTIF,OUVRIER,RISQUE
99,7227.583649139324,3,5,1,0,2,1,0,2,0,ACTIF,CADRE,NOUVEAU
180,3715.3492196231064,11,0,3,3,3,1,3,0,3,INACTIF,OUVRIER,RISQUE
207,6304.176516405881,2,6,0,0,2,1,4,2,0,INACTIF,CADRE,FIDELISE
47,2916.9487964635973,3,2,4,4,5,0,2,0,2,ACTIF,ETUDIANT,NOUVEAU
127,6081.705600353414,3,9,2,3,1,4,1,2,0,INACTIF,ETUDIANT,RISQUE
56,3682.6994085171236,2,3,4,2,4,4,3,1,0,INACTIF,OUVRIER,NOUVEAU
214,4069.9036340667494,3,3,1,4,0,3,2,2,2,ACTIF,CADRE,RISQUE
14,6383.972012790061,6,7,4,1,4,1,0,0,0,INACTIF,CADRE,NOUVEAU
218,4639.229047205968,6,0,3,0,1,0,4,1,1,ACTIF,OUVRIER,RISQUE
28,6260.762896432622,7,7,3,0,6,2,3,1,0,INACTIF,CADRE,NOUVEAU
215,5118.317362713298,3,8,2,2,7,0,3,2,0,ACTIF,ETUDIANT,RISQUE
78,5634.98736249455,5,6,0,0,4,1,4,2,3,ACTIF,CADRE,FIDELISE
216,6390.172942706803,2,0,4,0,6,0,3,1,3,ACTIF,ETUDIANT,RISQUE
130,4799.963090817719,5,6,2,3,6,1,3,2,1,ACTIF,OUVRIER,RISQUE
109,3507.900427996452,4,5,3,4,1,2,0,2,2,INACTIF,CADRE,FIDELISE
154,4435.37546814042,1,4,0,3,5,2,1,2,0,ACTIF,OUVRIER,FIDELISE
14,7890.278359666872,3,4,0,3,7,4,2,0,3,INACTIF,OUVRIER,RISQUE
187,5732.3461681531,3,0,1,0,2,3,4,0,1,ACTIF,CADRE,NOUVEAU
56,3810.2030931790528,8,5,3,4,0,0,2,1,2,ACTIF,CADRE,FIDELISE
115,6303.1212167754375,10,3,0,0,1,3,4,1,3,ACTIF,CADRE,NOUVEAU
7,6436.6311698782765,4,0,1,0,6,0,4,1,2,INACTIF,ETUDIANT,FIDELISE
3,6539.998151595621,5,7,1,3,1,4,3,2,1,ACTIF,OUVRIER,RISQUE
111,3544.3255992574286,6,7,3,1,2,4,0,2,2,INACTIF,ETUDIANT,RISQUE
151,4135.21801142821,3,3,0,1,1,2,4,2,2,ACTIF,OUVRIER,FIDELISE
238,4146.341567225976,11,6,0,3,0,2,2,1,1,INACTIF,OUVRIER,RISQUE
107,4778.704175867617,5,2,4,3,3,2,1,1,2,INACTIF,ETUDIANT,NOUVEAU
239,6577.838370287469,5,7,0,0,4,0,2,0,1,INACTIF,OUVRIER,RISQUE
237,6092.369609462027,3,6,1,4,5,3,0,2,2,INACTIF,ETUDIANT,RISQUE
